25676720.0,139.41,140.75,139.03,19173780.0,140.72,141.02,140.26,43700570.0,141.0,141.0,139.89,140.4
41511380.0,116.55,116.79,114.22,57717870.0,115.29,119.25,115.11,32063100.0,118.98,119.86,117.81,117.52
19005150.0,194.61,195.96,193.61,23975350.0,194.99,195.19,190.1,20912890.0,191.9,192.2,189.07,190.3
35041820.0,116.79,117.44,115.72,35626020.0,117.88,118.17,117.13,23583810.0,117.33,117.84,116.78,118.18
47597670.0,166.0,167.45,159.09,64398230.0,160.4,162.11,155.3,95497900.0,156.86,158.16,149.63,148.15
17223790.0,154.97,155.49,154.56,16243080.0,155.81,156.73,155.49,15603520.0,156.06,158.0,155.1,155.97
40537700.0,184.46,184.94,181.21,41141250.0,180.95,182.39,176.27,42704910.0,171.76,174.78,170.42,173.49
35644510.0,218.01,224.3,216.56,49118510.0,224.94,225.0,219.84,41411350.0,223.52,228.35,222.57,225.75
29373050.0,97.82,98.41,97.03,31251870.0,96.45,97.75,96.07,60793260.0,96.62,96.65,95.3,96.0
31851180.0,96.4,96.5,94.55,36192150.0,93.98,96.38,93.32,27526040.0,96.05,96.76,95.25,97.2
33772050.0,173.67,175.65,173.54,37353670.0,176.35,179.39,176.21,38885510.0,179.1,180.48,178.16,179.26
67964260.0,247.39,252.84,242.61,100423300.0,247.18,251.83,228.0,84188210.0,228.08,228.5,212.61,236.36
26378910.0,113.65,114.23,113.2,43403760.0,113.46,113.77,110.53,28174980.0,111.4,112.35,111.23,110.98
17427570.0,207.36,208.48,207.05,18463850.0,206.83,207.76,205.12,18612770.0,204.9,205.0,202.12,204.4
26117990.0,317.92,319.56,315.65,36634380.0,320.25,323.33,317.52,40485010.0,310.06,311.77,304.88,312.6
21466370.0,150.58,152.44,149.9,18798250.0,151.8,153.84,151.8,15649120.0,153.35,153.93,153.06,153.75
23553790.0,108.91,109.77,108.17,29357940.0,108.97,110.61,108.83,27150570.0,109.34,110.5,108.66,110.8
27148530.0,101.31,101.58,100.27,33490630.0,101.41,102.24,100.15,27368840.0,102.24,102.28,101.5,101.91
31834020.0,94.64,95.43,94.52,37977020.0,95.87,97.19,95.67,35074380.0,97.22,98.09,96.84,98.67
53075960.0,112.17,113.31,111.54,56111590.0,112.03,114.53,112.0,76562170.0,110.15,111.88,107.36,110.23
40653460.0,316.7,317.57,312.17,30480880.0,311.85,315.5,309.55,27207250.0,313.59,315.7,312.09,316.27
33671250.0,127.98,129.39,127.78,24460160.0,128.31,129.19,128.16,26784530.0,129.13,130.5,128.9,130.54
21247590.0,145.52,146.07,144.61,19082170.0,145.77,146.7,145.12,35421310.0,145.13,147.16,145.11,147.17
44829060.0,123.13,123.82,121.62,39483400.0,121.85,122.69,120.18,33009110.0,121.11,121.81,120.62,120.96
27876220.0,316.68,319.52,316.2,25672210.0,318.66,320.89,315.87,20450750.0,315.77,319.23,315.35,323.5
76562170.0,110.15,111.88,107.36,61681250.0,110.23,112.34,109.13,53142590.0,112.49,112.78,110.04,108.97
23377690.0,187.99,190.26,187.75,26190620.0,191.64,193.42,191.35,21535570.0,193.07,193.94,192.36,193.63
53168580.0,111.94,112.8,110.35,56157370.0,111.07,111.99,108.8,44654830.0,112.02,112.25,108.98,108.91
18653380.0,174.59,175.49,174.49,25302200.0,176.18,177.36,175.65,29512410.0,177.9,179.39,176.14,176.15
59332210.0,174.0,174.26,171.12,34770480.0,172.37,174.99,171.72,24332120.0,173.91,175.25,173.6,174.66
20523870.0,174.35,175.61,173.93,21532200.0,174.55,175.06,173.41,23751690.0,173.16,174.3,173.0,174.59
42009830.0,94.16,95.21,93.89,30417880.0,94.64,94.64,93.57,31834020.0,94.64,95.43,94.52,95.87
44662320.0,174.24,174.95,170.26,41156140.0,171.51,174.77,170.88,45941750.0,176.73,181.29,174.93,182.66
30149410.0,218.1,219.18,215.11,25682700.0,216.8,217.19,214.03,18965930.0,214.1,216.36,213.84,214.65
38907940.0,153.87,154.88,153.45,25779060.0,153.63,153.94,152.11,27236290.0,152.45,154.07,152.31,154.7
31777930.0,213.86,216.78,211.71,44289650.0,218.07,223.71,217.73,32226670.0,224.8,226.42,222.86,220.0
41335980.0,170.0,172.68,168.6,40984540.0,168.39,169.92,164.94,36778560.0,168.07,173.1,166.44,173.68
22187880.0,222.01,223.76,220.37,57977090.0,221.38,222.56,217.47,19419650.0,218.95,219.84,217.65,221.03
48032600.0,95.02,96.85,94.61,44811800.0,96.67,98.21,96.15,38866100.0,98.84,98.89,96.09,96.0
49046150.0,100.55,100.69,98.84,62285770.0,100.32,101.19,97.3,63000140.0,97.96,100.48,95.74,96.2
25912270.0,156.01,156.65,155.05,19994270.0,155.94,156.06,154.72,50674280.0,153.6,154.57,149.71,151.27
19046600.0,186.07,188.46,186.0,17014490.0,188.0,188.91,186.36,18083080.0,187.19,187.81,186.13,188.0
49687870.0,98.97,99.06,97.34,49046150.0,100.55,100.69,98.84,62285770.0,100.32,101.19,97.3,97.96
42287640.0,195.34,197.69,190.78,43751810.0,191.51,191.98,186.6,49696100.0,191.66,192.88,184.58,188.75
26219110.0,100.0,100.46,99.74,32690080.0,99.83,101.0,99.13,28218240.0,99.26,99.3,98.31,98.25
16243080.0,155.81,156.73,155.49,15603520.0,156.06,158.0,155.1,16861450.0,155.97,156.98,155.75,156.35
37169230.0,148.15,151.55,146.59,58133850.0,148.3,157.23,146.72,51608850.0,155.84,156.77,150.07,157.5
36087910.0,115.02,116.75,114.72,63963010.0,117.7,118.69,116.2,37512930.0,117.35,117.98,116.75,116.79
21564890.0,158.23,160.0,158.02,19376940.0,159.07,160.47,158.88,19782170.0,160.43,160.74,158.55,159.65
33391990.0,289.17,293.69,286.32,36937800.0,295.06,301.0,294.46,35583440.0,300.46,303.24,298.87,303.22
